Ciudad,Dia (AAAA/MM/DD),Hora,Previsión (°C),Velocidad (km/h),Rachas (km/h),Lluvias (mm),Nieve (cm),Nubes (%),Tormenta (%),Humedad (%),Presión (hPa),Sensación térmica (°C),Prob. precipitación (%),Hora observación,Visibilidad
santander,2018/11/9,17:00,15 ,23 ,34 ,0 ,0 ,100,0,61,1011 ,13,30,NULL,NULL
santander,2018/11/9,18:00,14 ,24 ,35 ,0 ,0 ,100,0,63,1010 ,12,30,NULL,NULL
santander,2018/11/9,19:00,14 ,24 ,37 ,0 ,0 ,100,0,65,1010 ,12,30,NULL,NULL
santander,2018/11/9,20:00,14 ,26 ,38 ,0.2 ,0 ,100,0,66,1009 ,12,60,NULL,NULL
santander,2018/11/9,21:00,15 ,27 ,40 ,0.2 ,0 ,100,0,66,1009 ,13,60,NULL,NULL
santander,2018/11/9,22:00,15 ,28 ,42 ,0.2 ,0 ,100,0,67,1008 ,13,60,NULL,NULL
santander,2018/11/9,23:00,15 ,32 ,48 ,0 ,0 ,50,0,66,1007 ,15,20,NULL,NULL
santander,2018/11/10,00:00,16 ,38 ,56 ,0 ,0 ,50,0,65,1007 ,14,20,NULL,NULL
santander,2018/11/10,01:00,16 ,39 ,58 ,0 ,0 ,50,0,64,1006 ,16,20,NULL,NULL
santander,2018/11/10,02:00,16 ,35 ,52 ,0 ,0 ,80,0,64,1005 ,16,20,NULL,NULL
santander,2018/11/10,03:00,16 ,29 ,44 ,0 ,0 ,80,0,66,1005 ,16,20,NULL,NULL
santander,2018/11/10,04:00,16 ,24 ,36 ,0 ,0 ,80,0,68,1005 ,16,20,NULL,NULL
santander,2018/11/10,05:00,16 ,20 ,30 ,0.6 ,0 ,90,0,74,1005 ,16,90,NULL,NULL
santander,2018/11/10,06:00,15 ,16 ,24 ,0.6 ,0 ,90,0,83,1006 ,13,90,NULL,NULL
santander,2018/11/10,07:00,14 ,12 ,18 ,0.6 ,0 ,90,0,88,1007 ,14,90,NULL,NULL
santander,2018/11/10,08:00,15 ,9 ,13 ,0.3 ,0 ,70,0,86,1007 ,15,40,NULL,NULL
santander,2018/11/10,09:00,15 ,8 ,12 ,0.3 ,0 ,70,0,84,1008 ,15,40,NULL,NULL
santander,2018/11/10,10:00,16 ,8 ,12 ,0.3 ,0 ,70,0,82,1008 ,16,40,NULL,NULL
santander,2018/11/10,11:00,16 ,10 ,15 ,0 ,0 ,40,0,81,1008 ,16,10,NULL,NULL
santander,2018/11/10,12:00,17 ,14 ,21 ,0 ,0 ,40,0,80,1007 ,17,10,NULL,NULL
santander,2018/11/10,13:00,17 ,15 ,23 ,0 ,0 ,40,0,80,1007 ,17,10,NULL,NULL
santander,2018/11/10,14:00,18 ,15 ,22 ,0 ,0 ,50,0,79,1007 ,18,20,NULL,NULL
santander,2018/11/10,15:00,18 ,13 ,20 ,0 ,0 ,50,0,79,1006 ,18,20,NULL,NULL
santander,2018/11/10,16:00,17 ,12 ,18 ,0 ,0 ,50,0,79,1006 ,17,20,NULL,NULL
santander,2018/11/10,17:00,16 ,12 ,18 ,0.3 ,0 ,60,20,80,1006 ,16,40,NULL,NULL
santander,2018/11/10,18:00,15 ,11 ,17 ,0.3 ,0 ,60,20,83,1007 ,15,40,NULL,NULL
santander,2018/11/10,19:00,13 ,11 ,16 ,0.3 ,0 ,60,0,84,1007 ,13,40,NULL,NULL
santander,2018/11/10,20:00,13 ,11 ,17 ,0 ,0 ,80,0,82,1008 ,13,20,NULL,NULL
santander,2018/11/10,21:00,13 ,12 ,19 ,0 ,0 ,80,0,79,1008 ,13,20,NULL,NULL
santander,2018/11/10,22:00,13 ,14 ,21 ,0 ,0 ,80,0,77,1008 ,13,20,NULL,NULL
santander,2018/11/10,23:00,14 ,18 ,27 ,0 ,0 ,50,0,74,1008 ,12,10,NULL,NULL
santander,2018/11/11,00:00,15 ,24 ,35 ,0 ,0 ,50,0,71,1008 ,13,10,NULL,NULL
santander,2018/11/11,01:00,15 ,27 ,40 ,0 ,0 ,50,0,68,1008 ,15,10,NULL,NULL
santander,2018/11/11,02:00,15 ,25 ,37 ,0 ,0 ,60,0,68,1008 ,15,20,NULL,NULL
santander,2018/11/11,03:00,15 ,20 ,31 ,0 ,0 ,60,0,69,1008 ,15,20,NULL,NULL
santander,2018/11/11,04:00,16 ,18 ,27 ,0 ,0 ,60,0,70,1008 ,16,20,NULL,NULL
santander,2018/11/11,05:00,16 ,19 ,28 ,0 ,0 ,80,0,69,1008 ,14,20,NULL,NULL
santander,2018/11/11,06:00,15 ,19 ,28 ,0 ,0 ,80,0,68,1008 ,15,20,NULL,NULL
santander,2018/11/11,07:00,16 ,19 ,29 ,0 ,0 ,80,0,68,1009 ,14,20,NULL,NULL
santander,2018/11/11,08:00,16 ,19 ,29 ,0 ,0 ,70,0,68,1009 ,16,20,NULL,NULL
santander,2018/11/11,09:00,17 ,20 ,29 ,0 ,0 ,70,0,68,1010 ,17,20,NULL,NULL
santander,2018/11/11,10:00,17 ,20 ,30 ,0 ,0 ,70,0,68,1010 ,17,20,NULL,NULL
santander,2018/11/11,11:00,17 ,19 ,29 ,0 ,0 ,70,0,69,1010 ,17,20,NULL,NULL
segovia,2018/11/8,Ahora,10 ,18 ,27 ,--,--,--,--,62 ,1015 ,8,NULL,12:15,Ilimitada
segovia,2018/11/8,13:00,10 ,17 ,25 ,0 ,0 ,100,0,75,1015 ,7,30,NULL,NULL
segovia,2018/11/8,14:00,10 ,17 ,25 ,0 ,0 ,60,0,74,1014 ,8,20,NULL,NULL
segovia,2018/11/8,15:00,11 ,17 ,25 ,0 ,0 ,60,0,73,1013 ,9,20,NULL,NULL
segovia,2018/11/8,16:00,11 ,16 ,24 ,0 ,0 ,60,0,72,1013 ,9,20,NULL,NULL
segovia,2018/11/8,17:00,10 ,15 ,22 ,0 ,0 ,80,0,75,1012 ,8,20,NULL,NULL
segovia,2018/11/8,18:00,10 ,14 ,21 ,0 ,0 ,80,0,79,1013 ,8,20,NULL,NULL
segovia,2018/11/8,19:00,9 ,13 ,19 ,0 ,0 ,80,0,83,1013 ,7,20,NULL,NULL
segovia,2018/11/8,20:00,8 ,12 ,18 ,1 ,0 ,90,0,86,1014 ,6,90,NULL,NULL
segovia,2018/11/8,21:00,8 ,11 ,17 ,1 ,0 ,90,0,88,1014 ,6,90,NULL,NULL
segovia,2018/11/8,22:00,7 ,11 ,16 ,1 ,0 ,90,0,90,1015 ,5,90,NULL,NULL
segovia,2018/11/8,23:00,6 ,12 ,17 ,0.5 ,0 ,90,0,92,1016 ,4,80,NULL,NULL
segovia,2018/11/9,00:00,5 ,13 ,20 ,0.5 ,0 ,90,0,93,1017 ,2,80,NULL,NULL
segovia,2018/11/9,01:00,4 ,14 ,21 ,0.5 ,0 ,90,0,94,1018 ,1,80,NULL,NULL
segovia,2018/11/9,02:00,4 ,14 ,20 ,0.5 ,0 ,90,0,94,1018 ,1,80,NULL,NULL
segovia,2018/11/9,03:00,4 ,13 ,20 ,0.5 ,0 ,90,0,94,1019 ,0,80,NULL,NULL
segovia,2018/11/9,04:00,4 ,13 ,19 ,0.5 ,0 ,90,0,94,1019 ,0,80,NULL,NULL
segovia,2018/11/9,05:00,3 ,13 ,19 ,0.4 ,0 ,80,0,94,1020 ,0,70,NULL,NULL
segovia,2018/11/9,06:00,3 ,13 ,20 ,0.4 ,0 ,80,0,94,1020 ,0,70,NULL,NULL
segovia,2018/11/9,07:00,3 ,13 ,20 ,0.4 ,0 ,80,0,94,1021 ,0,70,NULL,NULL
segovia,2018/11/9,08:00,3 ,13 ,19 ,0 ,0 ,80,0,92,1022 ,0,20,NULL,NULL
segovia,2018/11/9,09:00,3 ,12 ,18 ,0 ,0 ,80,0,86,1022 ,0,20,NULL,NULL
segovia,2018/11/9,10:00,4 ,12 ,18 ,0 ,0 ,80,0,80,1023 ,1,20,NULL,NULL
segovia,2018/11/9,11:00,5 ,12 ,17 ,0 ,0 ,70,0,73,1023 ,2,20,NULL,NULL
segovia,2018/11/9,12:00,7 ,12 ,17 ,0 ,0 ,70,0,64,1023 ,5,20,NULL,NULL
segovia,2018/11/9,13:00,8 ,12 ,18 ,0 ,0 ,70,0,58,1022 ,6,20,NULL,NULL
segovia,2018/11/9,14:00,9 ,12 ,18 ,0 ,0 ,70,0,56,1021 ,7,20,NULL,NULL
segovia,2018/11/9,15:00,10 ,13 ,20 ,0 ,0 ,70,0,57,1020 ,8,20,NULL,NULL
segovia,2018/11/9,16:00,10 ,14 ,21 ,0 ,0 ,70,0,61,1020 ,8,20,NULL,NULL
segovia,2018/11/9,17:00,9 ,13 ,19 ,0 ,0 ,100,0,66,1020 ,7,30,NULL,NULL
segovia,2018/11/9,18:00,8 ,11 ,17 ,0 ,0 ,100,0,71,1020 ,8,30,NULL,NULL
segovia,2018/11/9,19:00,8 ,10 ,15 ,0 ,0 ,100,0,75,1020 ,6,30,NULL,NULL
segovia,2018/11/9,20:00,8 ,10 ,16 ,0 ,0 ,100,0,76,1020 ,6,30,NULL,NULL
segovia,2018/11/9,21:00,8 ,11 ,16 ,0 ,0 ,100,0,77,1020 ,6,30,NULL,NULL
segovia,2018/11/9,22:00,8 ,11 ,17 ,0 ,0 ,100,0,78,1019 ,6,30,NULL,NULL
segovia,2018/11/9,23:00,8 ,12 ,17 ,0.1 ,0 ,70,0,81,1018 ,6,60,NULL,NULL
segovia,2018/11/10,00:00,9 ,12 ,18 ,0.1 ,0 ,70,0,84,1018 ,6,60,NULL,NULL
segovia,2018/11/10,01:00,9 ,13 ,19 ,0.1 ,0 ,70,0,85,1017 ,6,60,NULL,NULL
segovia,2018/11/10,02:00,9 ,13 ,19 ,0 ,0 ,70,0,85,1016 ,7,20,NULL,NULL
segovia,2018/11/10,03:00,9 ,12 ,18 ,0 ,0 ,70,0,84,1016 ,7,20,NULL,NULL
segovia,2018/11/10,04:00,9 ,12 ,18 ,0 ,0 ,70,0,84,1015 ,7,20,NULL,NULL
segovia,2018/11/10,05:00,9 ,13 ,20 ,0 ,0 ,70,0,85,1015 ,6,20,NULL,NULL
segovia,2018/11/10,06:00,8 ,15 ,23 ,0 ,0 ,70,0,85,1014 ,6,20,NULL,NULL
segovia,2018/11/10,07:00,8 ,16 ,24 ,0 ,0 ,70,0,85,1014 ,5,20,NULL,NULL
segovia,2018/11/10,08:00,8 ,17 ,25 ,0 ,0 ,90,0,84,1013 ,5,30,NULL,NULL
segovia,2018/11/10,09:00,9 ,17 ,26 ,0 ,0 ,90,0,83,1014 ,6,30,NULL,NULL
segovia,2018/11/10,10:00,9 ,17 ,26 ,0 ,0 ,90,0,82,1014 ,7,30,NULL,NULL
segovia,2018/11/10,11:00,10 ,18 ,27 ,0 ,0 ,80,0,81,1014 ,8,20,NULL,NULL
segovia,2018/11/10,12:00,12 ,19 ,28 ,0 ,0 ,80,0,80,1014 ,10,20,NULL,NULL
segovia,2018/11/10,13:00,13 ,19 ,29 ,0 ,0 ,80,0,79,1013 ,11,20,NULL,NULL
segovia,2018/11/10,14:00,14 ,19 ,29 ,0 ,0 ,80,0,79,1013 ,12,20,NULL,NULL
segovia,2018/11/10,15:00,14 ,18 ,28 ,0 ,0 ,80,0,79,1013 ,12,20,NULL,NULL
segovia,2018/11/10,16:00,14 ,17 ,26 ,0 ,0 ,80,0,79,1012 ,12,20,NULL,NULL
segovia,2018/11/10,17:00,13 ,16 ,24 ,0 ,0 ,80,0,82,1012 ,13,20,NULL,NULL
segovia,2018/11/10,18:00,13 ,14 ,21 ,0 ,0 ,80,0,85,1013 ,13,20,NULL,NULL
segovia,2018/11/10,19:00,12 ,12 ,18 ,0 ,0 ,80,0,87,1013 ,12,20,NULL,NULL
segovia,2018/11/10,20:00,12 ,11 ,16 ,0 ,0 ,50,0,88,1014 ,12,10,NULL,NULL
segovia,2018/11/10,21:00,11 ,10 ,16 ,0 ,0 ,50,0,89,1014 ,11,10,NULL,NULL
segovia,2018/11/10,22:00,11 ,10 ,16 ,0 ,0 ,50,0,89,1014 ,11,10,NULL,NULL
segovia,2018/11/10,23:00,11 ,12 ,17 ,0 ,0 ,60,0,89,1014 ,9,20,NULL,NULL
segovia,2018/11/11,00:00,11 ,14 ,20 ,0 ,0 ,60,0,89,1014 ,9,20,NULL,NULL
segovia,2018/11/11,01:00,10 ,15 ,22 ,0 ,0 ,60,0,89,1014 ,8,20,NULL,NULL
segovia,2018/11/11,02:00,10 ,14 ,21 ,0 ,0 ,60,0,89,1014 ,8,20,NULL,NULL
segovia,2018/11/11,03:00,10 ,12 ,18 ,0 ,0 ,60,0,89,1014 ,8,20,NULL,NULL
segovia,2018/11/11,04:00,10 ,12 ,17 ,0 ,0 ,60,0,89,1014 ,8,20,NULL,NULL
segovia,2018/11/11,05:00,10 ,12 ,18 ,0 ,0 ,90,0,89,1014 ,8,30,NULL,NULL
segovia,2018/11/11,06:00,10 ,12 ,18 ,0 ,0 ,90,0,90,1014 ,8,30,NULL,NULL
segovia,2018/11/11,07:00,9 ,13 ,19 ,0 ,0 ,90,0,90,1014 ,9,30,NULL,NULL
segovia,2018/11/11,08:00,9 ,13 ,19 ,0.5 ,0 ,90,0,88,1014 ,7,80,NULL,NULL
segovia,2018/11/11,09:00,10 ,13 ,20 ,0.5 ,0 ,90,0,86,1014 ,8,80,NULL,NULL
segovia,2018/11/11,10:00,10 ,13 ,20 ,0.5 ,0 ,90,0,84,1014 ,8,80,NULL,NULL
segovia,2018/11/11,11:00,11 ,15 ,23 ,1.8 ,0 ,70,0,84,1014 ,9,90,NULL,NULL
sevilla,2018/11/8,Ahora,15 ,6 ,9 ,--,--,--,--,100 ,1017 ,15,NULL,12:15,Ilimitada
sevilla,2018/11/8,13:00,16 ,7 ,11 ,4 ,0 ,80,0,88,1017 ,16,90,NULL,NULL
sevilla,2018/11/8,14:00,16 ,10 ,14 ,0.6 ,0 ,50,0,85,1017 ,16,80,NULL,NULL
sevilla,2018/11/8,15:00,16 ,13 ,20 ,0.6 ,0 ,50,0,81,1017 ,16,80,NULL,NULL
sevilla,2018/11/8,16:00,16 ,16 ,23 ,0.6 ,0 ,50,0,79,1016 ,16,80,NULL,NULL
sevilla,2018/11/8,17:00,16 ,17 ,25 ,0.2 ,0 ,40,0,79,1016 ,16,40,NULL,NULL
sevilla,2018/11/8,18:00,16 ,17 ,25 ,0.2 ,0 ,40,0,80,1017 ,16,40,NULL,NULL
sevilla,2018/11/8,19:00,16 ,16 ,24 ,0.2 ,0 ,40,0,81,1017 ,16,40,NULL,NULL
sevilla,2018/11/8,20:00,15 ,15 ,23 ,1.1 ,0 ,20,0,83,1018 ,15,60,NULL,NULL
sevilla,2018/11/8,21:00,15 ,14 ,21 ,1.1 ,0 ,20,0,85,1019 ,15,60,NULL,NULL
sevilla,2018/11/8,22:00,14 ,13 ,20 ,1.1 ,0 ,20,0,87,1020 ,14,60,NULL,NULL
sevilla,2018/11/8,23:00,14 ,11 ,17 ,0 ,0 ,0,0,87,1020 ,14,NULL,NULL,NULL
sevilla,2018/11/9,00:00,13 ,9 ,14 ,0 ,0 ,0,0,87,1021 ,13,NULL,NULL,NULL
sevilla,2018/11/9,01:00,13 ,8 ,12 ,0 ,0 ,0,0,88,1021 ,13,NULL,NULL,NULL
sevilla,2018/11/9,02:00,12 ,8 ,11 ,0 ,0 ,0,0,89,1022 ,12,NULL,NULL,NULL
sevilla,2018/11/9,03:00,11 ,7 ,11 ,0 ,0 ,0,0,90,1022 ,11,NULL,NULL,NULL
sevilla,2018/11/9,04:00,10 ,7 ,10 ,0 ,0 ,0,0,92,1022 ,10,NULL,NULL,NULL
sevilla,2018/11/9,05:00,9 ,6 ,10 ,0 ,0 ,10,0,93,1023 ,9,NULL,NULL,NULL
sevilla,2018/11/9,06:00,8 ,6 ,9 ,0 ,0 ,10,0,94,1023 ,8,NULL,NULL,NULL
sevilla,2018/11/9,07:00,7 ,6 ,8 ,0 ,0 ,10,0,95,1023 ,7,NULL,NULL,NULL
sevilla,2018/11/9,08:00,8 ,5 ,7 ,0 ,0 ,10,0,93,1024 ,8,NULL,NULL,NULL
sevilla,2018/11/9,09:00,10 ,3 ,5 ,0 ,0 ,10,0,89,1024 ,10,NULL,NULL,NULL
sevilla,2018/11/9,10:00,11 ,3 ,5 ,0 ,0 ,10,0,84,1025 ,11,NULL,NULL,NULL
sevilla,2018/11/9,11:00,13 ,4 ,7 ,0 ,0 ,20,0,78,1025 ,13,NULL,NULL,NULL
sevilla,2018/11/9,12:00,14 ,6 ,9 ,0 ,0 ,20,0,72,1025 ,14,NULL,NULL,NULL
sevilla,2018/11/9,13:00,16 ,8 ,12 ,0 ,0 ,20,0,66,1024 ,16,NULL,NULL,NULL
sevilla,2018/11/9,14:00,17 ,9 ,14 ,0 ,0 ,60,0,60,1024 ,17,20,NULL,NULL
sevilla,2018/11/9,15:00,18 ,11 ,17 ,0 ,0 ,60,0,55,1023 ,18,20,NULL,NULL
sevilla,2018/11/9,16:00,17 ,13 ,19 ,0 ,0 ,60,0,53,1023 ,17,20,NULL,NULL
sevilla,2018/11/9,17:00,17 ,12 ,19 ,0 ,0 ,70,0,54,1022 ,17,20,NULL,NULL
sevilla,2018/11/9,18:00,16 ,11 ,17 ,0 ,0 ,70,0,58,1022 ,16,20,NULL,NULL
sevilla,2018/11/9,19:00,15 ,10 ,15 ,0 ,0 ,70,0,62,1023 ,15,20,NULL,NULL
sevilla,2018/11/9,20:00,14 ,9 ,14 ,0 ,0 ,60,0,67,1023 ,14,20,NULL,NULL
sevilla,2018/11/9,21:00,14 ,8 ,12 ,0 ,0 ,60,0,71,1023 ,14,20,NULL,NULL
sevilla,2018/11/9,22:00,13 ,7 ,11 ,0 ,0 ,60,0,76,1023 ,13,20,NULL,NULL
sevilla,2018/11/9,23:00,12 ,6 ,9 ,0 ,0 ,70,0,80,1023 ,12,20,NULL,NULL
sevilla,2018/11/10,00:00,12 ,5 ,7 ,0 ,0 ,70,0,83,1022 ,12,20,NULL,NULL
sevilla,2018/11/10,01:00,11 ,4 ,5 ,0 ,0 ,70,0,86,1022 ,11,20,NULL,NULL
sevilla,2018/11/10,02:00,11 ,3 ,5 ,0 ,0 ,50,0,87,1022 ,11,20,NULL,NULL
sevilla,2018/11/10,03:00,11 ,3 ,5 ,0 ,0 ,50,0,86,1021 ,11,20,NULL,NULL
sevilla,2018/11/10,04:00,11 ,3 ,5 ,0 ,0 ,50,0,85,1021 ,11,20,NULL,NULL
sevilla,2018/11/10,05:00,10 ,3 ,5 ,0 ,0 ,80,0,90,1020 ,10,20,NULL,NULL
sevilla,2018/11/10,06:00,10 ,4 ,6 ,0 ,0 ,80,0,96,1020 ,10,20,NULL,NULL
sevilla,2018/11/10,07:00,10 ,4 ,6 ,0 ,0 ,80,0,98,1020 ,10,20,NULL,NULL
sevilla,2018/11/10,08:00,10 ,5 ,7 ,0 ,0 ,50,0,93,1021 ,10,20,NULL,NULL
sevilla,2018/11/10,09:00,12 ,5 ,7 ,0 ,0 ,50,0,87,1021 ,12,20,NULL,NULL
sevilla,2018/11/10,10:00,13 ,6 ,8 ,0 ,0 ,50,0,81,1021 ,13,20,NULL,NULL
sevilla,2018/11/10,11:00,15 ,8 ,11 ,0 ,0 ,80,0,76,1021 ,15,20,NULL,NULL
sevilla,2018/11/10,12:00,17 ,11 ,16 ,0 ,0 ,80,0,71,1020 ,17,20,NULL,NULL
sevilla,2018/11/10,13:00,18 ,14 ,21 ,0 ,0 ,80,0,67,1020 ,18,20,NULL,NULL
sevilla,2018/11/10,14:00,19 ,16 ,24 ,0 ,0 ,80,0,66,1019 ,19,20,NULL,NULL
sevilla,2018/11/10,15:00,19 ,17 ,26 ,0 ,0 ,80,0,67,1019 ,19,20,NULL,NULL
sevilla,2018/11/10,16:00,19 ,18 ,26 ,0 ,0 ,80,0,70,1018 ,19,20,NULL,NULL
sevilla,2018/11/10,17:00,18 ,16 ,25 ,0 ,0 ,60,0,74,1018 ,18,20,NULL,NULL
sevilla,2018/11/10,18:00,18 ,15 ,23 ,0 ,0 ,60,0,78,1018 ,18,20,NULL,NULL
sevilla,2018/11/10,19:00,18 ,14 ,21 ,0 ,0 ,60,0,81,1018 ,18,20,NULL,NULL
sevilla,2018/11/10,20:00,17 ,13 ,20 ,0 ,0 ,60,0,84,1018 ,17,20,NULL,NULL
sevilla,2018/11/10,21:00,16 ,12 ,18 ,0 ,0 ,60,0,87,1019 ,16,20,NULL,NULL
sevilla,2018/11/10,22:00,16 ,11 ,17 ,0 ,0 ,60,0,89,1019 ,16,20,NULL,NULL
sevilla,2018/11/10,23:00,16 ,10 ,15 ,0.2 ,0 ,70,0,90,1019 ,16,40,NULL,NULL
sevilla,2018/11/11,00:00,15 ,9 ,13 ,0.2 ,0 ,70,0,92,1018 ,15,40,NULL,NULL
sevilla,2018/11/11,01:00,15 ,8 ,11 ,0.2 ,0 ,70,0,92,1018 ,15,40,NULL,NULL
sevilla,2018/11/11,02:00,15 ,7 ,11 ,0.4 ,0 ,70,0,92,1018 ,15,70,NULL,NULL
sevilla,2018/11/11,03:00,14 ,7 ,11 ,0.4 ,0 ,70,0,92,1017 ,14,70,NULL,NULL
sevilla,2018/11/11,04:00,14 ,7 ,11 ,0.4 ,0 ,70,0,91,1017 ,14,70,NULL,NULL
sevilla,2018/11/11,05:00,14 ,7 ,11 ,0.2 ,0 ,80,0,90,1016 ,14,60,NULL,NULL
sevilla,2018/11/11,06:00,14 ,7 ,10 ,0.2 ,0 ,80,0,89,1016 ,14,60,NULL,NULL
sevilla,2018/11/11,07:00,14 ,7 ,11 ,0.2 ,0 ,80,0,89,1016 ,14,60,NULL,NULL
sevilla,2018/11/11,08:00,14 ,8 ,13 ,0.2 ,0 ,70,0,88,1016 ,14,60,NULL,NULL
sevilla,2018/11/11,09:00,15 ,9 ,14 ,0.2 ,0 ,70,0,89,1016 ,15,60,NULL,NULL
sevilla,2018/11/11,10:00,16 ,10 ,16 ,0.2 ,0 ,70,0,89,1016 ,16,60,NULL,NULL
sevilla,2018/11/11,11:00,17 ,11 ,17 ,0 ,0 ,70,0,84,1016 ,17,20,NULL,NULL
soria,2018/11/8,Ahora,7 ,11 ,17 ,--,--,--,--,93 ,1017 ,5,NULL,12:25,Ilimitada
soria,2018/11/8,13:00,10 ,16 ,24 ,0 ,0 ,100,0,66,1016 ,7,30,NULL,NULL
soria,2018/11/8,14:00,11 ,16 ,25 ,0 ,0 ,90,0,64,1015 ,8,30,NULL,NULL
soria,2018/11/8,15:00,11 ,16 ,24 ,0 ,0 ,90,0,65,1014 ,9,30,NULL,NULL
soria,2018/11/8,16:00,11 ,15 ,23 ,0 ,0 ,90,0,67,1013 ,9,30,NULL,NULL
soria,2018/11/8,17:00,10 ,13 ,20 ,0 ,0 ,30,0,73,1013 ,8,10,NULL,NULL
soria,2018/11/8,18:00,9 ,11 ,17 ,0 ,0 ,30,0,80,1013 ,7,10,NULL,NULL
soria,2018/11/8,19:00,8 ,10 ,15 ,0 ,0 ,30,0,85,1013 ,6,10,NULL,NULL
soria,2018/11/8,20:00,7 ,9 ,13 ,0.1 ,0 ,60,0,87,1013 ,7,40,NULL,NULL
soria,2018/11/8,21:00,7 ,8 ,12 ,0.1 ,0 ,60,0,88,1014 ,7,40,NULL,NULL
soria,2018/11/8,22:00,7 ,9 ,13 ,0.1 ,0 ,60,0,90,1014 ,5,40,NULL,NULL
soria,2018/11/8,23:00,6 ,9 ,14 ,0.3 ,0 ,100,0,91,1014 ,4,80,NULL,NULL
soria,2018/11/9,00:00,6 ,10 ,15 ,0.3 ,0 ,100,0,93,1014 ,3,80,NULL,NULL
soria,2018/11/9,01:00,5 ,11 ,17 ,0.3 ,0 ,100,0,94,1015 ,3,80,NULL,NULL
soria,2018/11/9,02:00,5 ,12 ,18 ,0.2 ,0 ,70,0,94,1015 ,2,60,NULL,NULL
soria,2018/11/9,03:00,4 ,13 ,19 ,0.2 ,0 ,70,0,92,1016 ,1,60,NULL,NULL
soria,2018/11/9,04:00,4 ,13 ,20 ,0.2 ,0 ,70,0,91,1016 ,0,60,NULL,NULL
soria,2018/11/9,05:00,3 ,13 ,20 ,0 ,0 ,40,0,91,1017 ,0,10,NULL,NULL
soria,2018/11/9,06:00,3 ,12 ,18 ,0 ,0 ,40,0,92,1018 ,0,10,NULL,NULL
soria,2018/11/9,07:00,3 ,11 ,17 ,0 ,0 ,40,0,91,1018 ,0,10,NULL,NULL
soria,2018/11/9,08:00,3 ,11 ,17 ,0 ,0 ,40,0,88,1019 ,0,10,NULL,NULL
soria,2018/11/9,09:00,4 ,11 ,17 ,0 ,0 ,40,0,83,1019 ,1,10,NULL,NULL
soria,2018/11/9,10:00,5 ,12 ,18 ,0 ,0 ,40,0,79,1020 ,2,10,NULL,NULL
soria,2018/11/9,11:00,6 ,13 ,19 ,0 ,0 ,60,0,74,1020 ,3,20,NULL,NULL
soria,2018/11/9,12:00,7 ,14 ,21 ,0 ,0 ,60,0,70,1020 ,4,20,NULL,NULL
soria,2018/11/9,13:00,8 ,15 ,22 ,0 ,0 ,60,0,65,1019 ,5,20,NULL,NULL
soria,2018/11/9,14:00,8 ,16 ,24 ,0 ,0 ,80,0,62,1019 ,6,20,NULL,NULL
soria,2018/11/9,15:00,9 ,17 ,25 ,0 ,0 ,80,0,60,1018 ,6,20,NULL,NULL
soria,2018/11/9,16:00,9 ,17 ,26 ,0 ,0 ,80,0,60,1018 ,6,20,NULL,NULL
soria,2018/11/9,17:00,8 ,17 ,25 ,0 ,0 ,90,0,65,1018 ,6,30,NULL,NULL
soria,2018/11/9,18:00,7 ,16 ,24 ,0 ,0 ,90,0,74,1018 ,5,30,NULL,NULL
soria,2018/11/9,19:00,7 ,16 ,23 ,0 ,0 ,90,0,79,1018 ,4,30,NULL,NULL
soria,2018/11/9,20:00,7 ,15 ,23 ,0 ,0 ,100,0,80,1018 ,4,30,NULL,NULL
soria,2018/11/9,21:00,7 ,15 ,22 ,0 ,0 ,100,0,81,1018 ,4,30,NULL,NULL
soria,2018/11/9,22:00,7 ,15 ,22 ,0 ,0 ,100,0,82,1018 ,4,30,NULL,NULL
soria,2018/11/9,23:00,7 ,14 ,22 ,0.1 ,0 ,100,0,84,1018 ,4,60,NULL,NULL
soria,2018/11/10,00:00,7 ,14 ,22 ,0.1 ,0 ,100,0,85,1017 ,4,60,NULL,NULL
soria,2018/11/10,01:00,7 ,14 ,22 ,0.1 ,0 ,100,0,86,1017 ,4,60,NULL,NULL
soria,2018/11/10,02:00,7 ,15 ,23 ,0.1 ,0 ,100,0,87,1016 ,4,60,NULL,NULL
soria,2018/11/10,03:00,7 ,16 ,25 ,0.1 ,0 ,100,0,89,1015 ,4,60,NULL,NULL
soria,2018/11/10,04:00,7 ,17 ,26 ,0.1 ,0 ,100,0,90,1014 ,4,60,NULL,NULL
soria,2018/11/10,05:00,7 ,16 ,24 ,0.1 ,0 ,100,0,90,1014 ,4,60,NULL,NULL
soria,2018/11/10,06:00,7 ,13 ,20 ,0.1 ,0 ,100,0,91,1014 ,4,60,NULL,NULL
soria,2018/11/10,07:00,7 ,12 ,18 ,0.1 ,0 ,100,0,91,1014 ,5,60,NULL,NULL
soria,2018/11/10,08:00,7 ,13 ,19 ,0 ,0 ,100,0,90,1014 ,5,30,NULL,NULL
soria,2018/11/10,09:00,7 ,14 ,21 ,0 ,0 ,100,0,89,1014 ,5,30,NULL,NULL
soria,2018/11/10,10:00,8 ,15 ,22 ,0 ,0 ,100,0,88,1014 ,6,30,NULL,NULL
soria,2018/11/10,11:00,9 ,15 ,23 ,0.2 ,0 ,100,0,87,1013 ,7,60,NULL,NULL
soria,2018/11/10,12:00,10 ,15 ,23 ,0.2 ,0 ,100,0,85,1013 ,8,60,NULL,NULL
